gene ID,log2FC,p-value
CGI_10018838,0.637156387,1.22215E-08
CGI_10016954,0.650069944,1.24827E-08
CGI_10016698,0.690168274,1.26849E-08
CGI_10028443,-1.23432517,1.28646E-08
CGI_10024857,-1.451684248,1.28948E-08
CGI_10024466,1.227012921,1.30327E-08
CGI_10022083,0.741291917,1.34019E-08
CGI_10020820,1.109697375,1.37648E-08
CGI_10006927,0.689938485,1.45307E-08
CGI_10021021,1.219065214,1.54619E-08
CGI_10019647,1.344187071,1.68681E-08
CGI_10011703,-0.772585645,1.70417E-08
CGI_10027161,-0.865555027,1.74258E-08
CGI_10002226,0.65357771,1.95563E-08
CGI_10009568,1.677011787,2.00066E-08
CGI_10020282,0.857493077,2.01615E-08
CGI_10009550,1.459438983,2.11788E-08
CGI_10022480,-1.531551724,2.20358E-08
CGI_10028244,1.05955673,2.20358E-08
CGI_10012323,0.728354324,2.39074E-08
CGI_10018044,0.9997597,2.52483E-08
CGI_10013587,-1.311312109,2.55446E-08
CGI_10007641,0.820713339,2.66921E-08
CGI_10004062,2.006627524,2.72463E-08
CGI_10020425,0.672529098,2.75133E-08
CGI_10016058,1.203241735,2.99149E-08
CGI_10028859,0.601518723,3.05487E-08
CGI_10011556,-0.762947926,3.36147E-08
CGI_10006334,0.908628735,3.67605E-08
CGI_10006505,-0.550679595,3.67605E-08
CGI_10000225,1.270429517,3.73941E-08
CGI_10015551,0.923562448,3.83886E-08
CGI_10017778,-0.874276314,3.88206E-08
CGI_10010761,-0.847139327,4.3118E-08
CGI_10003936,-0.62556548,4.55733E-08
CGI_10000308,1.853242124,4.67061E-08
CGI_10026441,0.566228307,4.73627E-08
CGI_10000713,1.369696012,5.35096E-08
CGI_10026966,0.572819565,5.44721E-08
CGI_10005219,0.563382221,5.47766E-08
CGI_10011182,1.923403204,5.52568E-08
CGI_10018384,0.68625177,5.96724E-08
CGI_10008190,-0.734730901,6.05702E-08
CGI_10004341,1.182647753,6.75902E-08
CGI_10007404,1.100540166,6.75902E-08
CGI_10007800,0.867468198,6.89035E-08
CGI_10016751,1.047916658,6.89035E-08
CGI_10008470,-0.700146926,6.95367E-08
CGI_10023564,-0.589164078,7.09996E-08
CGI_10007862,-0.618031967,7.27362E-08
CGI_10011908,0.792361033,7.37613E-08
CGI_10005487,0.730225102,7.41856E-08
CGI_10026576,0.623415658,7.52508E-08
CGI_10006806,-0.834370821,7.65908E-08
CGI_10006309,-0.854718866,7.93605E-08
CGI_10005200,0.949952806,8.18985E-08
CGI_10004711,0.799056157,8.30451E-08
CGI_10011239,-0.573754094,8.30907E-08
CGI_10009603,1.956311457,8.36633E-08
CGI_10007008,-0.792601478,8.51346E-08
CGI_10008376,-0.607609276,8.98361E-08
CGI_10013280,0.771360319,9.95335E-08
CGI_10006939,0.564968988,1.032E-07
CGI_10006989,-0.534697924,1.06143E-07
CGI_10016955,0.465351609,1.07241E-07
CGI_10004300,0.593213767,1.07433E-07
CGI_10015115,-0.680033551,1.11181E-07
CGI_10008813,-0.582090247,1.18175E-07
CGI_10025001,-0.55003295,1.19904E-07
CGI_10016891,0.65649112,1.20781E-07
CGI_10023646,0.858744275,1.26508E-07
CGI_10009087,-0.563411525,1.2775E-07
CGI_10010415,0.577387024,1.30204E-07
CGI_10012037,-0.714330205,1.30204E-07
CGI_10014923,-0.556082183,1.30204E-07
CGI_10025570,-0.902906958,1.30204E-07
CGI_10012419,-0.597272997,1.32334E-07
CGI_10026631,-0.656533174,1.33489E-07
CGI_10015447,1.787855831,1.37087E-07
CGI_10000475,1.089796356,1.44165E-07
CGI_10008211,0.561580215,1.45564E-07
CGI_10004435,0.821356249,1.48272E-07
CGI_10023898,-0.775994557,1.57929E-07
CGI_10011417,0.94497437,1.6388E-07
CGI_10027114,1.823562309,1.69503E-07
CGI_10016017,0.559097373,1.78248E-07
CGI_10012822,-0.479671628,1.94017E-07
CGI_10015263,1.067549605,1.94891E-07
CGI_10023975,1.882615843,1.96962E-07
CGI_10019028,-0.661691538,1.98953E-07
CGI_10011415,0.738004993,2.0959E-07
CGI_10026075,1.543500069,2.12764E-07
CGI_10008312,0.742881676,2.14912E-07
CGI_10026732,0.474903336,2.15373E-07
CGI_10023113,-0.560155989,2.15951E-07
CGI_10026506,1.11680014,2.17168E-07
CGI_10009278,0.560401981,2.20897E-07
CGI_10012051,0.914218993,2.21848E-07
CGI_10009041,0.581052466,2.2377E-07
CGI_10005248,0.531893774,2.27523E-07
CGI_10022573,-0.719338263,2.32861E-07
CGI_10005633,-0.551116226,2.33887E-07
CGI_10011388,-1.689798862,2.42627E-07
CGI_10015619,0.598460355,2.42627E-07
CGI_10007363,1.668722927,2.43592E-07
CGI_10002385,-0.749265457,2.56206E-07
CGI_10002375,0.523130206,2.67297E-07
CGI_10010784,-0.570534724,2.67626E-07
CGI_10005732,-0.724220778,2.74928E-07
CGI_10004679,-0.790402063,2.77415E-07
CGI_10013011,-0.893339176,2.77415E-07
CGI_10020335,0.575436353,2.81218E-07
CGI_10019242,-1.085909755,2.83991E-07
CGI_10020960,-1.364885791,2.87549E-07
CGI_10010906,-0.531095379,2.91658E-07
CGI_10011295,-0.780673625,2.91658E-07
CGI_10019671,0.837859684,2.91986E-07
CGI_10016999,0.49785148,2.92262E-07
CGI_10010239,1.460554678,3.02354E-07
CGI_10011251,0.718263618,3.09336E-07
CGI_10024926,0.705491803,3.13487E-07
CGI_10018723,-1.134626687,3.3502E-07
CGI_10022180,1.477177633,3.44912E-07
CGI_10002461,1.748183841,3.46435E-07
CGI_10021292,0.857946815,3.61138E-07
CGI_10027573,-0.735521184,3.62824E-07
CGI_10003321,1.233481816,3.85429E-07
CGI_10001571,-0.506334518,3.89871E-07
CGI_10014167,-0.496346668,4.02343E-07
CGI_10025173,-0.830352145,4.02343E-07
CGI_10022667,-0.591467157,4.05537E-07
CGI_10009145,0.895795323,4.12381E-07
CGI_10005211,0.899672702,4.19397E-07
CGI_10006075,0.58308852,4.24687E-07
CGI_10001432,0.671338831,4.27211E-07
CGI_10014593,-0.546678552,4.27596E-07
CGI_10001852,-0.587851611,4.49462E-07
CGI_10006160,-0.574883482,4.50992E-07
CGI_10005951,0.902474905,4.53461E-07
CGI_10003490,-0.571355255,4.7956E-07
CGI_10013263,0.698856,4.83066E-07
CGI_10017011,0.525814968,5.24323E-07
CGI_10013679,-0.751438129,5.28059E-07
CGI_10007152,-0.994675313,5.85652E-07
CGI_10018781,0.555596219,5.96662E-07
CGI_10025817,-1.181728596,5.99808E-07
CGI_10010541,-0.56394563,6.03955E-07
CGI_10019835,-0.554992866,6.21523E-07
CGI_10028098,-1.068118886,6.2208E-07
CGI_10013794,0.900780201,6.26022E-07
CGI_10024001,1.822607411,6.46384E-07
CGI_10023904,0.789501356,6.63183E-07
CGI_10020938,0.66253288,6.63351E-07
CGI_10025109,-0.505420778,6.64904E-07
CGI_10011115,1.697967942,6.67019E-07
CGI_10000669,0.595730174,6.72095E-07
CGI_10003997,-0.798281649,7.30782E-07
CGI_10008825,-0.779874936,7.70874E-07
CGI_10013889,0.567709199,8.63061E-07
CGI_10009900,0.847557059,9.33453E-07
CGI_10009743,-0.557151551,9.56775E-07
CGI_10007050,0.896875688,9.78721E-07
CGI_10004343,1.101337918,9.87667E-07
CGI_10024211,-0.865706375,9.97879E-07
CGI_10019977,0.62490684,9.98163E-07
CGI_10022211,0.994721297,1.01646E-06
CGI_10016524,0.794127725,1.02839E-06
CGI_10021716,-0.765918562,1.11468E-06
CGI_10016977,-0.822501612,1.11955E-06
CGI_10022014,-0.673754145,1.1355E-06
CGI_10006897,-0.624652049,1.14715E-06
CGI_10018997,0.498572323,1.15929E-06
CGI_10013462,-0.712724199,1.21514E-06
CGI_10027967,0.570725483,1.24321E-06
CGI_10012329,0.636877319,1.24495E-06
CGI_10022357,-1.419297941,1.27169E-06
CGI_10017062,0.603647031,1.29043E-06
CGI_10019704,0.644863574,1.29043E-06
CGI_10017621,0.53840911,1.29838E-06
CGI_10005095,-0.960913712,1.30217E-06
CGI_10024363,0.554557667,1.32145E-06
CGI_10010479,-0.613305475,1.38607E-06
CGI_10020622,-0.61102232,1.38792E-06
CGI_10009560,0.63846394,1.40551E-06
CGI_10025787,-0.798891207,1.41458E-06
CGI_10026621,0.790705131,1.42574E-06
CGI_10006413,0.420885713,1.5104E-06
CGI_10024583,-0.5237019,1.57881E-06
CGI_10013387,0.879542023,1.58135E-06
CGI_10007176,0.920319935,1.6218E-06
CGI_10024571,0.93560295,1.6303E-06
CGI_10013974,-0.521082708,1.65438E-06
CGI_10005220,1.761317465,1.67266E-06
CGI_10008974,-0.557000461,1.67524E-06
CGI_10023603,1.287260046,1.67781E-06
CGI_10002595,-0.838466474,1.70448E-06
CGI_10000770,0.848647739,1.71321E-06
CGI_10021658,-0.786057984,1.71731E-06
CGI_10003844,1.182512185,1.73438E-06
CGI_10005018,0.873685469,1.75191E-06
CGI_10025579,-0.925522328,1.77423E-06
CGI_10001317,0.709484803,1.77966E-06
CGI_10013239,0.780661635,1.78272E-06
CGI_10017738,0.627280464,1.78433E-06
CGI_10014865,0.96003455,1.7968E-06
CGI_10025921,-1.025412134,1.90985E-06
CGI_10006488,0.48528718,1.94323E-06
CGI_10002351,0.690229072,2.04578E-06
CGI_10014846,0.576476499,2.05971E-06
CGI_10017221,0.527541649,2.08264E-06
CGI_10022840,-0.646175828,2.08933E-06
CGI_10018560,-0.919659453,2.10245E-06
CGI_10014684,-0.844413216,2.15781E-06
CGI_10000082,0.648880245,2.20273E-06
CGI_10001015,0.893375978,2.31195E-06
CGI_10024968,1.734627319,2.31195E-06
CGI_10026198,0.529757323,2.35639E-06
CGI_10005436,0.660983627,2.3892E-06
CGI_10025557,0.648746404,2.46413E-06
CGI_10000265,-0.954909206,2.47273E-06
CGI_10001389,1.015592283,2.47962E-06
CGI_10009585,0.924215653,2.5257E-06
CGI_10018910,1.422446468,2.52789E-06
CGI_10006924,0.532770959,2.54928E-06
CGI_10026184,-0.903933427,2.59559E-06
CGI_10028165,-1.230623965,2.63135E-06
CGI_10001851,0.424710127,2.70147E-06
CGI_10002946,0.558200281,2.79836E-06
CGI_10018431,0.514317042,2.80115E-06
CGI_10004951,0.848547147,2.81329E-06
CGI_10023942,-0.55859105,2.83429E-06
CGI_10028173,0.81102807,2.85199E-06
CGI_10017140,1.255659671,2.92336E-06
CGI_10005133,0.471834604,3.05442E-06
CGI_10023993,1.201711916,3.15506E-06
CGI_10017862,0.528813526,3.16405E-06
CGI_10020040,0.54558875,3.18022E-06
CGI_10020540,-0.469789781,3.22715E-06
CGI_10025311,-0.66123403,3.27673E-06
CGI_10012368,-0.710670301,3.33205E-06
CGI_10005094,1.011086575,3.34509E-06
CGI_10020678,0.477239928,3.40047E-06
CGI_10011393,-0.574635201,3.4244E-06
CGI_10000402,0.49019833,3.43856E-06
CGI_10028123,-0.526742408,3.43856E-06
CGI_10020064,-0.653226057,3.43863E-06
CGI_10017893,-0.813741368,3.50199E-06
CGI_10025850,0.479075477,3.55829E-06
CGI_10013140,0.654062015,3.84245E-06
CGI_10001712,0.507995044,3.84372E-06
CGI_10002457,0.594959161,3.91487E-06
CGI_10008422,-0.84983163,3.97881E-06
CGI_10027254,-0.503416882,3.98444E-06
CGI_10007653,0.893571382,4.0472E-06
CGI_10008897,0.60914924,4.25312E-06
CGI_10014336,0.98817628,4.29359E-06
CGI_10018445,0.787297169,4.34428E-06
CGI_10022895,0.614798016,4.35341E-06
CGI_10010467,0.883349962,4.62799E-06
CGI_10016372,-0.668553274,4.62799E-06
CGI_10014101,-0.884845484,4.8681E-06
CGI_10027280,0.798386611,4.88798E-06
CGI_10013516,0.794030782,4.9118E-06
CGI_10019362,-1.23903516,5.08624E-06
CGI_10008893,-0.650049095,5.16491E-06
CGI_10019493,-0.505373394,5.61508E-06
CGI_10013319,-0.429989885,5.67629E-06
CGI_10023569,0.604894532,5.80727E-06
CGI_10005336,0.596561103,5.8349E-06
CGI_10012786,0.673248733,5.84731E-06
CGI_10026254,-0.564297307,5.8894E-06
CGI_10014864,-0.805041984,5.9692E-06
CGI_10009488,-0.722081878,6.10341E-06
CGI_10023202,-0.60095233,6.10341E-06
CGI_10005488,0.475123719,6.15981E-06
CGI_10012644,0.713138035,6.22084E-06
CGI_10016614,0.842983981,6.41452E-06
CGI_10020485,0.568532742,6.54127E-06
CGI_10008810,0.559343601,6.56583E-06
CGI_10012472,-0.614427173,6.57917E-06
CGI_10004474,-0.463787333,6.68191E-06
CGI_10008375,-0.719941297,6.8731E-06
CGI_10025187,0.606460997,6.97079E-06
CGI_10019672,0.78789392,6.98924E-06
CGI_10020809,0.575746789,7.08487E-06
CGI_10003954,-0.637223619,7.16569E-06
CGI_10007171,0.570500064,7.16569E-06
CGI_10008192,-1.168879175,7.21468E-06
CGI_10008266,1.596209607,7.25869E-06
CGI_10014080,-0.999916733,7.4666E-06
CGI_10017398,-0.633763614,7.65663E-06
CGI_10006428,-0.714787218,7.72757E-06
CGI_10017694,0.715661725,7.79479E-06
CGI_10000441,0.650020053,7.95E-06
CGI_10012832,0.795488998,7.95E-06
CGI_10025218,0.531963918,7.95841E-06
CGI_10019086,0.670260778,8.12405E-06
CGI_10028747,0.7503048,8.14947E-06
CGI_10005609,-0.526907566,8.28988E-06
CGI_10022618,-1.116187803,8.35153E-06
CGI_10000756,1.036107479,8.3692E-06
CGI_10014062,-1.045317716,8.53521E-06
CGI_10011143,0.591819956,8.59417E-06
CGI_10023239,0.6221033,8.65445E-06
CGI_10026345,0.572445252,8.76786E-06
CGI_10003430,-0.721512429,8.81923E-06
CGI_10027134,-0.452233848,8.83102E-06
CGI_10000649,-1.037237446,8.94029E-06
CGI_10027798,1.387614518,9.35499E-06
CGI_10019136,-0.788087374,9.49993E-06
CGI_10025378,-0.505925218,9.50977E-06
CGI_10014988,-0.681268822,9.57112E-06
CGI_10014369,-1.012067324,9.62264E-06
CGI_10002524,-1.052670993,9.68352E-06
CGI_10007415,-0.744886291,9.76046E-06
CGI_10010760,-0.754925023,9.86781E-06
CGI_10024219,0.67774258,1.00787E-05
CGI_10009711,-1.215345625,1.01905E-05
CGI_10022322,-0.720667434,1.02789E-05
CGI_10018814,-0.72171685,1.03341E-05
CGI_10028654,0.584447337,1.03341E-05
CGI_10006458,0.827417127,1.03515E-05
CGI_10010153,-0.731874661,1.06835E-05
CGI_10018279,1.121294861,1.10009E-05
CGI_10010612,0.495241742,1.10768E-05
CGI_10017595,-1.041821455,1.11303E-05
CGI_10016512,1.337727306,1.12347E-05
CGI_10025090,0.805566434,1.16616E-05
CGI_10023763,0.641317033,1.19457E-05
CGI_10002142,-0.968205304,1.20028E-05
CGI_10024247,-1.605242909,1.21869E-05
CGI_10018693,0.56545874,1.22705E-05
CGI_10004502,-0.990250733,1.24029E-05
CGI_10014037,-0.571715013,1.26165E-05
CGI_10018075,-0.611145044,1.2678E-05
CGI_10012093,-0.502319084,1.29172E-05
CGI_10005565,1.626025005,1.29177E-05
CGI_10009042,1.107379801,1.3002E-05
CGI_10019787,0.62839085,1.3456E-05
CGI_10019440,0.624760493,1.35028E-05
CGI_10022093,-0.674832159,1.3528E-05
CGI_10028830,0.625075483,1.37051E-05
CGI_10001016,-0.796951786,1.37861E-05
CGI_10003831,-0.631436796,1.38901E-05
CGI_10004863,-0.558125569,1.39322E-05
CGI_10011043,-0.546021029,1.43587E-05
CGI_10028577,0.686052635,1.43587E-05
CGI_10018742,0.493928866,1.44207E-05
CGI_10007979,-0.536816071,1.45005E-05
CGI_10024544,-0.835649606,1.45023E-05
CGI_10028185,-1.292462196,1.45537E-05
CGI_10007352,-0.73254573,1.50501E-05
CGI_10018960,-0.929623593,1.51308E-05
CGI_10028193,0.487126309,1.61303E-05
CGI_10010748,0.718979084,1.61487E-05
CGI_10005457,0.478268337,1.62598E-05
CGI_10025222,-0.706573529,1.6304E-05
CGI_10011332,-0.603351344,1.68628E-05
CGI_10028716,-1.029571275,1.70285E-05
CGI_10028647,0.485188188,1.73418E-05
CGI_10010526,0.537119774,1.74189E-05
CGI_10006988,-0.487369915,1.74653E-05
CGI_10026964,0.657725544,1.75705E-05
CGI_10012508,-0.832176758,1.76678E-05
CGI_10026456,-0.508504073,1.76863E-05
CGI_10023001,-0.498717006,1.76874E-05
CGI_10009074,1.04457057,1.77497E-05
CGI_10015524,-0.68674384,1.79298E-05
CGI_10024986,0.560335713,1.79426E-05
CGI_10009988,-0.779708346,1.81616E-05
CGI_10014712,0.419862107,1.83311E-05
CGI_10019325,-0.5101566,1.83311E-05
CGI_10011854,-1.382995179,1.88027E-05
CGI_10025710,0.503330668,1.88027E-05
CGI_10018987,1.553564591,1.92973E-05
CGI_10027502,-0.46275307,1.93251E-05
CGI_10022448,0.522636009,1.96077E-05
CGI_10017570,-0.493069205,1.97915E-05
CGI_10006311,0.851675408,1.99678E-05
CGI_10013254,0.460737223,1.99678E-05
CGI_10023095,0.555193063,1.99864E-05
CGI_10015605,0.934963365,2.00237E-05
CGI_10023716,0.504525186,2.00518E-05
CGI_10009693,0.459804701,2.01383E-05
CGI_10021808,0.596427184,2.03213E-05
CGI_10021742,-0.931849422,2.05698E-05
CGI_10013928,0.590516756,2.08558E-05
CGI_10008247,-0.533599393,2.1093E-05
CGI_10026497,-0.779619594,2.19938E-05
CGI_10026592,-0.586215706,2.21218E-05
CGI_10002469,0.577154465,2.2205E-05
CGI_10013236,-0.79315225,2.22242E-05
CGI_10028703,1.531353647,2.22242E-05
CGI_10008993,1.172061438,2.24083E-05
CGI_10019780,-0.758468746,2.24617E-05
CGI_10004167,0.565647835,2.26974E-05
CGI_10013720,0.546369889,2.27672E-05
CGI_10004292,0.554194609,2.28982E-05
CGI_10008002,-0.402668454,2.29076E-05
CGI_10020224,0.572392447,2.31163E-05
CGI_10008200,-0.594614393,2.35533E-05
CGI_10004932,0.441428273,2.35909E-05
CGI_10003531,0.57902833,2.4045E-05
CGI_10017654,0.418768665,2.4407E-05
CGI_10018095,-0.664542347,2.4893E-05
CGI_10008558,-0.474002282,2.50477E-05
CGI_10013041,-0.514577434,2.54032E-05
CGI_10015222,0.456541163,2.54379E-05
CGI_10022207,0.599275375,2.62778E-05
CGI_10012010,-0.925612887,2.64387E-05
CGI_10025110,-0.491922854,2.64564E-05
CGI_10021621,0.889554739,2.66866E-05
CGI_10023761,0.522607273,2.66866E-05
CGI_10019168,0.525045134,2.70026E-05
CGI_10007608,0.709396529,2.70802E-05
CGI_10019745,0.499660796,2.7169E-05
CGI_10026437,0.814249444,2.71729E-05
CGI_10007266,1.119397426,2.78952E-05
CGI_10009829,0.507342886,2.79078E-05
CGI_10007383,0.529832103,2.79545E-05
CGI_10011913,0.552565056,2.83158E-05
CGI_10020819,1.169579488,2.84327E-05
CGI_10016066,0.632345394,2.90729E-05
CGI_10023775,0.501210187,2.95783E-05
CGI_10011323,-1.106282452,2.97597E-05
CGI_10009575,0.425238739,3.01845E-05
CGI_10015395,-0.616380214,3.03179E-05
CGI_10000263,0.726731693,3.04334E-05
CGI_10002841,0.438855297,3.05339E-05
CGI_10009158,0.629871013,3.05897E-05
CGI_10012780,0.794333048,3.06415E-05
CGI_10009359,-0.576338373,3.0971E-05
CGI_10000960,0.694479172,3.11137E-05
CGI_10012085,0.540897356,3.19779E-05
CGI_10026186,-0.417870664,3.19892E-05
CGI_10009951,0.654987247,3.21104E-05
CGI_10000670,1.486204648,3.23894E-05
CGI_10013903,0.817269565,3.26376E-05
CGI_10018472,1.018205989,3.28627E-05
CGI_10010771,0.782390058,3.28844E-05
CGI_10018836,-0.972884793,3.30993E-05
CGI_10022637,-0.575608999,3.36573E-05
CGI_10004652,0.389897014,3.41786E-05
CGI_10019462,-0.566369765,3.5098E-05
CGI_10003960,0.674577142,3.5766E-05
CGI_10018964,0.435181432,3.63569E-05
CGI_10015176,0.440513169,3.64077E-05
CGI_10020964,-0.46595498,3.67485E-05
CGI_10014403,0.581371743,3.67799E-05
CGI_10026893,-0.476370323,3.81461E-05
CGI_10009847,-0.521534428,4.02667E-05
CGI_10020950,-0.645224954,4.03795E-05
CGI_10014769,-0.581803034,4.17229E-05
CGI_10008689,0.784315164,4.17975E-05
CGI_10025671,-0.581028929,4.2156E-05
CGI_10020890,0.507805727,4.23034E-05
CGI_10026190,0.664963409,4.2533E-05
CGI_10020206,0.479880851,4.27907E-05
CGI_10003372,0.483188703,4.33552E-05
CGI_10026907,-0.933208566,4.33552E-05
CGI_10025436,-1.103860271,4.38878E-05
CGI_10013042,-0.48990076,4.47194E-05
CGI_10009029,0.480932976,4.59876E-05
CGI_10002542,-1.214892792,4.60089E-05
CGI_10011846,0.830086528,4.61876E-05
CGI_10025823,0.633076642,4.62416E-05
CGI_10008865,0.500367735,4.68975E-05
CGI_10015422,0.52809154,4.70218E-05
CGI_10023793,0.412447115,4.74773E-05
CGI_10005376,-0.704564603,4.82312E-05
CGI_10014778,0.838151242,4.95512E-05
CGI_10016971,-0.784110771,4.95694E-05
CGI_10008477,0.651595832,4.98466E-05
CGI_10012129,0.533436021,5.00492E-05
CGI_10004591,-0.955657562,5.03145E-05
CGI_10015203,-0.471087471,5.03145E-05
CGI_10005249,0.579430629,5.03342E-05
CGI_10006560,-0.665715243,5.07656E-05
CGI_10019443,0.452729707,5.09136E-05
CGI_10024220,0.855490012,5.09136E-05
CGI_10017380,-1.058484842,5.11882E-05
CGI_10018369,-0.91296593,5.20252E-05
CGI_10020888,1.204175083,5.27887E-05
CGI_10024956,-0.642173707,5.29804E-05
CGI_10027847,-0.477797002,5.29804E-05
CGI_10022228,1.06266966,5.32726E-05
CGI_10025511,0.928253456,5.48704E-05
CGI_10022586,0.619590904,5.51713E-05
CGI_10021624,0.682850556,5.57228E-05
CGI_10009816,-0.505016269,5.63987E-05
CGI_10020551,-0.72915837,5.63987E-05
CGI_10023024,0.473791298,5.64275E-05
CGI_10002412,0.506340752,5.71501E-05
CGI_10002786,1.150495211,5.73915E-05
CGI_10018874,0.600655928,5.76482E-05
CGI_10022974,0.875410405,5.80658E-05
CGI_10019403,0.418681258,5.86124E-05
CGI_10015380,1.426353498,6.00875E-05
CGI_10001070,-0.846813782,6.07979E-05
CGI_10020612,0.487040252,6.07979E-05
CGI_10016406,-0.528134975,6.088E-05
CGI_10000961,0.78968629,6.20161E-05
CGI_10016940,-0.483477875,6.20161E-05
CGI_10008382,1.25450836,6.31162E-05
CGI_10020135,-0.706315174,6.312E-05
CGI_10010075,0.570914274,6.34838E-05
CGI_10028750,0.392130094,6.50638E-05
CGI_10023804,-0.683623538,6.5944E-05
CGI_10011571,0.554999173,6.648E-05
CGI_10014073,-0.678921853,6.74193E-05
CGI_10019092,1.013224302,6.78887E-05
CGI_10020901,1.367420685,6.79075E-05
CGI_10006635,0.446019217,6.80826E-05
CGI_10000867,-0.831373917,6.85839E-05
CGI_10015889,0.706095141,6.85839E-05
CGI_10003907,-0.58824098,7.01411E-05
CGI_10009541,1.123463007,7.03788E-05
CGI_10023604,0.604672259,7.0658E-05
CGI_10027463,-0.462728587,7.07716E-05
CGI_10013487,-0.747019026,7.16281E-05
CGI_10004834,0.448935841,7.20264E-05
CGI_10003310,0.424401988,7.2065E-05
CGI_10017547,0.580429132,7.38305E-05
CGI_10005860,-0.612906913,7.38382E-05
CGI_10014928,-0.787633089,7.39498E-05
CGI_10018136,0.609837882,7.41816E-05
CGI_10022371,1.377251314,7.42602E-05
CGI_10015576,-0.522765789,7.48869E-05
CGI_10017524,1.161380845,7.60971E-05
CGI_10018875,-0.450409595,7.66516E-05
CGI_10009059,-0.602782688,7.71382E-05
CGI_10012799,-1.00574703,7.71382E-05
CGI_10014444,0.428509311,7.78188E-05
CGI_10024596,1.320316504,7.82929E-05
CGI_10026684,-0.959252083,7.82929E-05
CGI_10003339,-0.702140024,7.864E-05
CGI_10026219,0.595055363,7.94419E-05
CGI_10006712,-1.075182172,7.95074E-05
CGI_10026340,0.436309699,8.0101E-05
CGI_10002468,1.058981201,8.07043E-05
CGI_10028289,-0.492607239,8.07043E-05
CGI_10013309,0.831951408,8.15432E-05
CGI_10004941,-0.606010097,8.18412E-05
CGI_10010381,0.730922217,8.22361E-05
CGI_10024233,1.50791869,8.26272E-05
CGI_10014102,-0.808341571,8.31181E-05
CGI_10023407,0.438625394,8.43019E-05
CGI_10007567,0.596710621,8.4309E-05
CGI_10015206,-0.510665618,8.4309E-05
CGI_10028094,-1.504680644,8.48297E-05
CGI_10019861,-0.622648353,8.48474E-05
CGI_10023762,0.694750373,8.49399E-05
CGI_10013607,0.761640973,8.49647E-05
CGI_10016405,-0.819994621,8.58349E-05
CGI_10007418,-0.71498432,8.66272E-05
CGI_10003509,-0.587083753,8.85861E-05
CGI_10001078,0.468656046,8.8702E-05
CGI_10001985,-0.866369925,8.8894E-05
CGI_10006238,0.477996147,8.90787E-05
CGI_10014553,-0.481462577,8.90787E-05
CGI_10017779,-0.827153995,8.90925E-05
CGI_10011853,1.496501938,8.90977E-05
CGI_10018151,0.92320367,8.90977E-05
CGI_10028902,-1.093705692,8.90977E-05
CGI_10024694,-0.462746905,8.91566E-05
CGI_10014525,-0.574649249,8.92073E-05
CGI_10026891,-0.503681363,8.93026E-05
CGI_10016568,0.567006768,8.96772E-05
CGI_10024095,-0.740986218,9.02394E-05
CGI_10021364,-0.434917094,9.22509E-05
CGI_10012339,-0.469308595,9.22832E-05
CGI_10016779,-0.492100685,9.30903E-05
CGI_10011301,-0.548774245,9.31067E-05
CGI_10026366,0.4229319,9.37336E-05
CGI_10002234,1.086599339,9.46326E-05
CGI_10021998,-0.409702673,9.68949E-05
CGI_10012981,0.809503364,9.79204E-05
CGI_10024146,-0.643054399,0.000102435
CGI_10012277,-0.58910576,0.000102739
CGI_10027917,-0.376357351,0.000105239
CGI_10007022,-0.562931035,0.000108706
CGI_10009373,-0.677795757,0.000108706
CGI_10010427,0.433989878,0.000108706
CGI_10020971,0.451149524,0.000109046
